player1,player2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
もちつき,DarkShrine,FUHAlCYVAaBx9GMPFkAw9p0PFGGBaLcdG7Fw28YWDJFgxckcDVEQ1NEdE0Fx3DcdGcAA,G6AA6isQAiHBTJEUGcEQip0dCTHQ07YdC7HQ28YWDJFgadEcDVER1JQdGUFB3FodDsAA,Hu Tao\\Kuki Shinobu\\Venti,Noelle\\Rosaria\\Zhongli,1,0,4\\2,TRUE,,,,FALSE,AS,128,4,2
VPNilou,Paroy,EbDRy14TFYHxWmEPFkAh9GIVCbHAipwYCaHQlp0ZE2ExojMdCzFg070dDEFA1MQdDMAA,HRBR2ZgNApBh29cOCXBw55cPFUBx9VcPGZAx+ZMTDLFgO8YVDLGQEModDEGg3NEdDcAA,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Eremite Scorching Loremaster,Sethos\\Venti\\Xianyun,1,0,4\\2,,,,TRUE,FALSE,AS,129,4,2
imo,ApexKiller,AUAwxDkMEZBgyU8TEoGhOCoVCaFxo0gPFUBx9FcPGGAh9oIUC8Fg1MEdDEER3NodDMAA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Azhdaha\\Bennett\\Electro Hypostasis,Kachina\\Lyney\\Navia,0,1,4\\2,,,,TRUE,FALSE,AS,130,4,2
sousou,Kanon,HLBx684OEcCR7NAPHRAA8ZcPCSBx8pMPGUAx9KsPGmCw9rQbC6FAPsMTDeFA1NsdDkAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Emilie\\Kinich\\Lyney,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,4\\2,,,,TRUE,FALSE,AS,131,4,2
Trion,ersihfrans,EZDRybEVG6DR9C8PEkDw9p0ZCWHRlp4aCyFg070QC7HwC78QE8Fh1DYdDEFg3MYdDMAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRloEZGGEQorYQC7HQC78QC8Hx1DYdE0Fg3MYdDMAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,4\\2,,,,TRUE,TRUE,AS,132,4,2
『Hɨkɑʀʊ』,AIR,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Emilie\\Kinich\\Lyney,Kachina\\Lyney\\Navia,0,1,4\\2,,,,TRUE,FALSE,AS,133,4,2
Minty,Ninja,FZDxyRcVFaDh9GEPFkAR9mITFsEgW5wVCbHAip0ZCVHQ07kdCzGQ1L0dGEFB3IQdDMAA,EZBR6aQOAqDA6mgPGkBx9FcPFWFwirQbDKEQusEQE6FhzDYcDMFg1MYdDEGQ3N4dDsAA,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,Chiori\\La Signora\\Zhongli,1,0,4\\2,,,,TRUE,FALSE,AS,134,4,2
Ianradtan,Kaizen,EWCRyh4MFqHRWnYOFzBh4zEOE0AR5DMPExAx8lcPFSBx9pMPGWEwPLUTC8FRDDYQE8AA,FRDA0Q0NAlFhWn0PCUDR9EgPFGCB+YEPGJERaLcQDPFAD8QWDJFgacYdDEGQ3MkdDcAA,Lyney\\Thunder Manifestation\\Xinyan,Kuki Shinobu\\Sangonomiya Kokomi\\Venti,1,0,4\\2,,,,TRUE,FALSE,AS,135,4,2
weomi,zen'in,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,G0AR4k4OACDR9LYPG0Bh9kgPFGCB+YEVGLERaLcYG6FwirYdCzFg070RFRGAacQWDJAA,Mualani\\Noelle\\Xilonen,Charlotte\\Sangonomiya Kokomi\\Sigewinne,1,0,4\\2,,,,TRUE,FALSE,AS,136,4,2
ersihfrans,BYE,EWDRybEMG5HRWi8PEkDw9J0PCWHRloEZGGEQorYQC7HQC78QC8Hx1DYdE0Fg3MYdDMAA,,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,,1,,4\\3,,TRUE,,,FALSE,AS,137,4,3
Ianradtan,weomi,EWCRyh4MFqHRWnYOFzBh4zEOE0AR5DMPExAx8lcPFSBx9pMPGWEwPLUTC8FRDDYQE8AA,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,Lyney\\Thunder Manifestation\\Xinyan,Mualani\\Noelle\\Xilonen,0,1,4\\3,,,,TRUE,FALSE,AS,138,4,3
もちつき,imo,FUHAlCYVAaBx9GMPFkAw9p0PFGGBaLcdG7Fw28YWDJFgxckcDVEQ1NEdE0Fx3DcdGcAA,AUAwxDkMEZBgyU8TEoGhOCoVCaFxo0gPFUBx9FcPGGAh9oIUC8Fg1MEdDEER3NodDMAA,Hu Tao\\Kuki Shinobu\\Venti,Azhdaha\\Bennett\\Electro Hypostasis,1,0,4\\3,,,,TRUE,FALSE,AS,139,4,3
sousou,『Hɨkɑʀʊ』,HLBx684OEcCR7NAPHRAA8ZcPCSBx8pMPGUAx9KsPGmCw9rQbC6FAPsMTDeFA1NsdDkAA,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,Emilie\\Kinich\\Lyney,Emilie\\Kinich\\Lyney,1,0,4\\3,,,,TRUE,TRUE,AS,140,4,3
ApexKiller,Minty,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,FZDxyRcVFaDh9GEPFkAR9mITFsEgW5wVCbHAip0ZCVHQ07kdCzGQ1L0dGEFB3IQdDMAA,Kachina\\Lyney\\Navia,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,1,0,4\\3,,,,TRUE,FALSE,AS,141,4,3
AIR,Kanon,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Kachina\\Lyney\\Navia,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,4\\3,,,,TRUE,FALSE,AS,142,4,3
Kaizen,VPNilou,FRDA0Q0NAlFhWn0PCUDR9EgPFGCB+YEPGJERaLcQDPFAD8QWDJFgacYdDEGQ3MkdDcAA,EbDRy14TFYHxWmEPFkAh9GIVCbHAipwYCaHQlp0ZE2ExojMdCzFg070dDEFA1MQdDMAA,Kuki Shinobu\\Sangonomiya Kokomi\\Venti,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Eremite Scorching Loremaster,0,1,4\\3,,,,TRUE,FALSE,AS,143,4,3
Kaizen,BYE,FRDA0Q0NAlFhWn0PCUDR9EgPFGCB+YEPGJERaLcQDPFAD8QWDJFgacYdDEGQ3MkdDcAA,,Kuki Shinobu\\Sangonomiya Kokomi\\Venti,,1,,4\\4,,TRUE,,,FALSE,AS,144,4,4
sousou,AIR,HLBx684OEcCR7NAPHRAA8ZcPCSBx8pMPGUAx9KsPGmCw9rQbC6FAPsMTDeFA1NsdDkAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Emilie\\Kinich\\Lyney,Kachina\\Lyney\\Navia,0,1,4\\4,,,,TRUE,FALSE,AS,145,4,4
Kanon,ApexKiller,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Kachina\\Lyney\\Navia,0,1,4\\4,,,,TRUE,FALSE,AS,146,4,4
もちつき,ersihfrans,FUHAlCYVAaBx9GMPFkAw9p0PFGGBaLcdG7Fw28YWDJFgxckcDVEQ1NEdE0Fx3DcdGcAA,EWDRybEMG5HRWi8PEkDw9J0PCWHRloEZGGEQorYQC7HQC78QC8Hx1DYdE0Fg3MYdDMAA,Hu Tao\\Kuki Shinobu\\Venti,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,0,4\\4,,,TRUE,TRUE,FALSE,AS,147,4,4
weomi,VPNilou,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,EbDRy14TFYHxWmEPFkAh9GIVCbHAipwYCaHQlp0ZE2ExojMdCzFg070dDEFA1MQdDMAA,Mualani\\Noelle\\Xilonen,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Eremite Scorching Loremaster,0,1,4\\4,,,,TRUE,FALSE,AS,148,4,4
Ianradtan,imo,EWCRyh4MFqHRWnYOFzBh4zEOE0AR5DMPExAx8lcPFSBx9pMPGWEwPLUTC8FRDDYQE8AA,AUAwxDkMEZBgyU8TEoGhOCoVCaFxo0gPFUBx9FcPGGAh9oIUC8Fg1MEdDEER3NodDMAA,Lyney\\Thunder Manifestation\\Xinyan,Azhdaha\\Bennett\\Electro Hypostasis,0,1,4\\4,,,,TRUE,FALSE,AS,149,4,4
Ianradtan,BYE,EWCRyh4MFqHRWnYOFzBh4zEOE0AR5DMPExAx8lcPFSBx9pMPGWEwPLUTC8FRDDYQE8AA,,Lyney\\Thunder Manifestation\\Xinyan,,1,,4\\5,,TRUE,,,FALSE,AS,150,4,5
ApexKiller,AIR,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFwr7YdC0Fg1NsdDsAA,Kachina\\Lyney\\Navia,Kachina\\Lyney\\Navia,0,1,4\\5,,,,TRUE,TRUE,AS,151,4,5
sousou,imo,HLBx684OEcCR7NAPHRAA8ZcPCSBx8pMPGUAx9KsPGmCw9rQbC6FAPsMTDeFA1NsdDkAA,AUAwxDkMEZBgyU8TEoGhOCoVCaFxo0gPFUBx9FcPGGAh9oIUC8Fg1MEdDEER3NodDMAA,Emilie\\Kinich\\Lyney,Azhdaha\\Bennett\\Electro Hypostasis,1,0,4\\5,,,,TRUE,FALSE,AS,152,4,5
VPNilou,Kanon,EbDRy14TFYHxWmEPFkAh9GIVCbHAipwYCaHQlp0ZE2ExojMdCzFg070dDEFA1MQdDMAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Eremite Scorching Loremaster,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,1,0,4\\5,,,,TRUE,FALSE,AS,153,4,5
ersihfrans,Kaizen,EWDRybEMG5HRWi8PEkDw9J0PCWHRloEZGGEQorYQC7HQC78QC8Hx1DYdE0Fg3MYdDMAA,FRDA0Q0NAlFhWn0PCUDR9EgPFGCB+YEPGJERaLcQDPFAD8QWDJFgacYdDEGQ3MkdDcAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Kuki Shinobu\\Sangonomiya Kokomi\\Venti,1,0,4\\5,,,,TRUE,FALSE,AS,154,4,5
weomi,もちつき,G4DAuCsLHbBhu74MHXCBx9gNCeDQ6p0OG6FxD7cQC/EwTbMUC9FgabYWC5Fw3LcdC8AA,FUHAlCYVAaBx9GMPFkAw9p0PFGGBaLcdG7Fw28YWDJFgxckcDVEQ1NEdE0Fx3DcdGcAA,Mualani\\Noelle\\Xilonen,Hu Tao\\Kuki Shinobu\\Venti,1,0,4\\5,TRUE,,,,FALSE,AS,155,4,5
Ark,Ghosty,AyCg8h8PFTDQ84MPCEAw9JcPCWBw+b0PC5HQAt0QDiFwA+cQDjGAiugYD6EQ1PEdD0AA,HLBx6x0OHMDh7MkPEhBw8ZcPEyAx8zMPGWDR9p4bGaHgurYcC7HAy7wdDUHh1IgdDsAA,Faruzan\\Kujou Sara\\Maguu Kenki,Emilie\\Eremite Scorching Loremaster\\Kinich,0,1,5\\1,,,,TRUE,FALSE,AS,156,5,1
Paroy,ersihfrans,AJAR6qQOAqDA7mgOBuCB9acbFaFxulcdCzFQ27UdDLEQzMEcE8Fh1DYdDUHg3OkdDsAA,FZDA0SUNERCR9jAPE2EBCDMQE4ExO0gTFLGBaLcQC/HwD8QRDBFA1MYdDEFg3MkdDMAA,Chiori\\Ganyu\\Zhongli,Jean\\Kuki Shinobu\\Lyney,0,1,5\\1,,,,TRUE,FALSE,AS,157,5,1
JatNad,『Hɨkɑʀʊ』,FZDh6aQOAqDA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Emilie\\Kinich\\Lyney,0,1,5\\1,,,,TRUE,FALSE,AS,158,5,1
Kanon,gleas,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,HKDQ6jsPGxAh8c8PHEDw9JcPCWBx9jMTE7EwO7UTFsFxxKEcDUGxDaMRDhGQr+kdDkAA,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,Golden Wolflord\\Kachina\\Stonehide Lawachurl,1,0,5\\1,,,,TRUE,FALSE,AS,159,5,1
Miyuki,ApexKiller,EZCR6s0OGKDB8Y8PHBDx9M8PCWFwB5cQE3ExOzMTFbFxxFccDUGQ1NkdDUGw3OkdDsAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFw1LYdC0Fg3NsdDsAA,Kachina\\Lyney\\Navia,Kachina\\Lyney\\Navia,1,0,5\\1,,,,TRUE,TRUE,AS,160,5,1
Ghosty,Kanon,HLBx6x0OHMDh7MkPEhBw8ZcPEyAx8zMPGWDR9p4bGaHgurYcC7HAy7wdDUHh1IgdDsAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Emilie\\Eremite Scorching Loremaster\\Kinich,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,5\\2,,,,TRUE,FALSE,AS,161,5,2
gleas,Ark,HKDQ6jsPGxAh8c8PHEDw9JcPCWBx9jMTE7EwO7UTFsFxxKEcDUGxDaMRDhGQr+kdDkAA,AyCg8h8PFTDQ84MPCEAw9JcPCWBw+b0PC5HQAt0QDiFwA+cQDjGAiugYD6EQ1PEdD0AA,Golden Wolflord\\Kachina\\Stonehide Lawachurl,Faruzan\\Kujou Sara\\Maguu Kenki,0,1,5\\2,,,,TRUE,FALSE,AS,162,5,2
JatNad,Paroy,FZDh6aQOAqDA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,AJAR6qQOAqDA7mgOBuCB9acbFaFxulcdCzFQ27UdDLEQzMEcE8Fh1DYdDUHg3OkdDsAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Chiori\\Ganyu\\Zhongli,1,0,5\\2,,,,TRUE,FALSE,AS,163,5,2
ersihfrans,Miyuki,FZDA0SUNERCR9jAPE2EBCDMQE4ExO0gTFLGBaLcQC/HwD8QRDBFA1MYdDEFg3MkdDMAA,EZCR6s0OGKDB8Y8PHBDx9M8PCWFwB5cQE3ExOzMTFbFxxFccDUGQ1NkdDUGw3OkdDsAA,Jean\\Kuki Shinobu\\Lyney,Kachina\\Lyney\\Navia,0,1,5\\2,,,,TRUE,FALSE,AS,164,5,2
『Hɨkɑʀʊ』,ApexKiller,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFw1LYdC0Fg3NsdDsAA,Emilie\\Kinich\\Lyney,Kachina\\Lyney\\Navia,1,0,5\\2,,,,TRUE,FALSE,AS,165,5,2
Miyuki,Ghosty,EZCR6s0OGKDB8Y8PHBDx9M8PCWFwB5cQE3ExOzMTFbFxxFccDUGQ1NkdDUGw3OkdDsAA,HLBx6x0OHMDh7MkPEhBw8ZcPEyAx8zMPGWDR9p4bGaHgurYcC7HAy7wdDUHh1IgdDsAA,Kachina\\Lyney\\Navia,Emilie\\Eremite Scorching Loremaster\\Kinich,1,0,5\\3,,,,TRUE,FALSE,AS,166,5,3
ApexKiller,Paroy,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFw1LYdC0Fg3NsdDsAA,AJAR6qQOAqDA7mgOBuCB9acbFaFxulcdCzFQ27UdDLEQzMEcE8Fh1DYdDUHg3OkdDsAA,Kachina\\Lyney\\Navia,Chiori\\Ganyu\\Zhongli,0,0,5\\3,,,TRUE,TRUE,FALSE,AS,167,5,3
JatNad,Ark,FZDh6aQOAqDA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,AyCg8h8PFTDQ84MPCEAw9JcPCWBw+b0PC5HQAt0QDiFwA+cQDjGAiugYD6EQ1PEdD0AA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Faruzan\\Kujou Sara\\Maguu Kenki,1,0,5\\3,,,,TRUE,FALSE,AS,168,5,3
ersihfrans,gleas,FZDA0SUNERCR9jAPE2EBCDMQE4ExO0gTFLGBaLcQC/HwD8QRDBFA1MYdDEFg3MkdDMAA,HKDQ6jsPGxAh8c8PHEDw9JcPCWBx9jMTE7EwO7UTFsFxxKEcDUGxDaMRDhGQr+kdDkAA,Jean\\Kuki Shinobu\\Lyney,Golden Wolflord\\Kachina\\Stonehide Lawachurl,1,0,5\\3,,,,TRUE,FALSE,AS,169,5,3
『Hɨkɑʀʊ』,Kanon,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Emilie\\Kinich\\Lyney,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,1,0,5\\3,,,,TRUE,FALSE,AS,170,5,3
JatNad,Kanon,FZDh6aQOAqDA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,5\\4,,,,TRUE,FALSE,AS,171,5,4
ApexKiller,gleas,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFw1LYdC0Fg3NsdDsAA,HKDQ6jsPGxAh8c8PHEDw9JcPCWBx9jMTE7EwO7UTFsFxxKEcDUGxDaMRDhGQr+kdDkAA,Kachina\\Lyney\\Navia,Golden Wolflord\\Kachina\\Stonehide Lawachurl,1,0,5\\4,,,,TRUE,FALSE,AS,172,5,4
Ghosty,Paroy,HLBx6x0OHMDh7MkPEhBw8ZcPEyAx8zMPGWDR9p4bGaHgurYcC7HAy7wdDUHh1IgdDsAA,AJAR6qQOAqDA7mgOBuCB9acbFaFxulcdCzFQ27UdDLEQzMEcE8Fh1DYdDUHg3OkdDsAA,Emilie\\Eremite Scorching Loremaster\\Kinich,Chiori\\Ganyu\\Zhongli,0,1,5\\4,,,,TRUE,FALSE,AS,173,5,4
『Hɨkɑʀʊ』,Miyuki,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,EZCR6s0OGKDB8Y8PHBDx9M8PCWFwB5cQE3ExOzMTFbFxxFccDUGQ1NkdDUGw3OkdDsAA,Emilie\\Kinich\\Lyney,Kachina\\Lyney\\Navia,1,0,5\\4,,,,TRUE,FALSE,AS,174,5,4
ersihfrans,Ark,FZDA0SUNERCR9jAPE2EBCDMQE4ExO0gTFLGBaLcQC/HwD8QRDBFA1MYdDEFg3MkdDMAA,AyCg8h8PFTDQ84MPCEAw9JcPCWBw+b0PC5HQAt0QDiFwA+cQDjGAiugYD6EQ1PEdD0AA,Jean\\Kuki Shinobu\\Lyney,Faruzan\\Kujou Sara\\Maguu Kenki,0,1,5\\4,,,,TRUE,FALSE,AS,175,5,4
『Hɨkɑʀʊ』,Ark,HLBx7M4OEcCQ8ZcPCRBx8pMPGSAx86sPGjCw9rQPC2FAO7UTE7FhujYbDaGwPusTDuAA,AyCg8h8PFTDQ84MPCEAw9JcPCWBw+b0PC5HQAt0QDiFwA+cQDjGAiugYD6EQ1PEdD0AA,Emilie\\Kinich\\Lyney,Faruzan\\Kujou Sara\\Maguu Kenki,1,0,5\\5,,,,TRUE,FALSE,AS,176,5,5
Paroy,gleas,AJAR6qQOAqDA7mgOBuCB9acbFaFxulcdCzFQ27UdDLEQzMEcE8Fh1DYdDUHg3OkdDsAA,HKDQ6jsPGxAh8c8PHEDw9JcPCWBx9jMTE7EwO7UTFsFxxKEcDUGxDaMRDhGQr+kdDkAA,Chiori\\Ganyu\\Zhongli,Golden Wolflord\\Kachina\\Stonehide Lawachurl,1,0,5\\5,,,,TRUE,FALSE,AS,177,5,5
Miyuki,Kanon,EZCR6s0OGKDB8Y8PHBDx9M8PCWFwB5cQE3ExOzMTFbFxxFccDUGQ1NkdDUGw3OkdDsAA,AUBx9lwQGoFRCGMTFrExTEgWFIGBircYG6GBlrgQC6Fgab0WFZGAxcYcDFFh1FodD8AA,Kachina\\Lyney\\Navia,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,5\\5,,,,TRUE,FALSE,AS,178,5,5
JatNad,ersihfrans,FZDh6aQOAqDA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,FZDA0SUNERCR9jAPE2EBCDMQE4ExO0gTFLGBaLcQC/HwD8QRDBFA1MYdDEFg3MkdDMAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Jean\\Kuki Shinobu\\Lyney,0,1,5\\5,,,,TRUE,FALSE,AS,179,5,5
ApexKiller,Ghosty,HJDR6RkOGKDB6o8PGEDx9M8PHGHwB5cQCXFxOzMTE7ExxFccFUFw1LYdC0Fg3NsdDsAA,HLBx6x0OHMDh7MkPEhBw8ZcPEyAx8zMPGWDR9p4bGaHgurYcC7HAy7wdDUHh1IgdDsAA,Kachina\\Lyney\\Navia,Emilie\\Eremite Scorching Loremaster\\Kinich,1,0,5\\5,,,,TRUE,FALSE,AS,180,5,5
2-4-8,Груша,AJDR6qQOAqDA72gOGvBx9FcPFUBw9sEPDJERujYbE6FgTcYcDMFgzMkdDUHg3OkdDsAA,FeAA4RAOAxBg4kwOFSBB9FcPFUBx9oIPGGAg/LUPC8FQW8YQDKFgC8kQDLGQ3NkdDcAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Kirara\\Mirror Maiden\\Nilou,1,0,1\\1,,,,TRUE,FALSE,EU,1,1,1
StarDuck,Kalomon2,GEHBWtYOGaBx6poPGUAR9JEPCWHRTIIUC8FhaK0YG6GRrrkcE1FxxTcdFkFh1JQdGcAA,GpBAyQ0NAuDA6WgOGpBw6owOFaBx71cOGPAh9IIPDEEQaMEcE8FhzDYdDEFg1MYdDMAA,Freminet\\Navia\\Xilonen,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,1\\1,,,,TRUE,FALSE,EU,2,1,1
Ebrithil,Achilles,EZDxyV4NEWBh1ioTEoGgOJcPE0AB9DAQE4ExCFcTFbFwO78UHcGhitoYDKFA3MQdDMAA,FREBN2wZAkAw15ENCaBw8ZwPGxBw9cYPDFBg/MkWDIGgaM0QDLHQC84WDJHgadEcDVAA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Dori\\Furina\\Kirara,1,0,1\\1,,,,TRUE,FALSE,EU,3,1,1
Unluck,Verian,FaDhxBYMEUDxyWEMEpGhOCoTCYBx9DAPFUBx9lcTGLEhO4IUC8HQ1MEdDEER3NodHcAA,GqBA6g0OAvDA72gPGkBw9J0PDFEQisEbE6FhujYWDJFgacYcDMGQzN4dDkGQ1OkdDsAA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,1\\1,,,,TRUE,FALSE,EU,4,1,1
Rikka,Коробка,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,AWBRys4MFqCx2tAPHSAB9C4PEkDg9ZcPCWFxAzMQEzExO1cTFbFwDLQQC8HQEMYRDAAA,Kachina\\Lyney\\Navia,Emilie\\Wriothesley\\Yoimiya,1,0,1\\1,,,,TRUE,FALSE,EU,5,1,1
confession,TTTttf :),EbCR6YwOHJDR6o8OGKDx9M8PHEDw9pcTCbFxOzMcE0ExxFcdFUFw1MAdDMEA3NkLDWAA,FaDhxBYMEUDxyWEMEpGhOCoVCaBx9DAPE0Ax9lcTGLEhO4IUC8HR1DYdE0Fh3NodHcAA,Kachina\\Lyney\\Navia,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,1,0,1\\1,,,,TRUE,FALSE,EU,6,1,1
KPPB,cori,AEGAhCUMF5EAlEQZBEFAWmEPBkAR9HkPF+CQ/p0YCaHRitkdHTGQ07MQC7Ew1LkdGEAA,HpFh3BYQF0Gx9VIQBmER95gRCjJyBJQRGnIxPMcUDbJhDcsRDcKiEWgSFwJx1doeDkEB,All-Devouring Narwhal\\Jean\\Qiqi,Wriothesley\\Xilonen\\Yoimiya,1,0,1\\1,,,,TRUE,FALSE,EU,7,1,1
Vobintron,Agnozy,AZGi2tcWAqFx75gQCyFC9TIQFEES91gRGoIyCZQUDbJhPMcRDcKhDcsSDgIREdIeDkEB,EWDQ/QITFrHAOz4ZEmFwlpwaCSHBojMQE7FAC70QC+HRD2cRFhFxr6EaD/FQ1PYdD0AA,Hu Tao\\Xilonen\\Xingqiu,Diona\\Eremite Scorching Loremaster\\Furina,0,1,1\\1,,,,TRUE,FALSE,EU,8,1,1
Auria,Раф,FWDxxD8MAUDQ3lkOFjAh42IOCUDA5JwPCUDQ9J0PGGAh9oIRCxFA1L0dC0HR3DYdE8AA,FUDhyUAMAJBA0YYNCBBg2pcPE0AB9DAPE2Ax9lcQFYFwCL8TC7HxO9oUHcGgisQYDKAA,Cyno\\Emperor of Fire and Iron\\Thoma,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,1,0,1\\1,,,,TRUE,FALSE,EU,9,1,1
